"id","severite","verdict","flux_sources","pages","fichiers","element","constat","preuves","correction"
"U166","MINEUR","DÉGRADÉ","13","index-fr, notre-solution, a-propos, mentions-legales, index, our-solution, about, legal-notice","site-pages.css;demo.css;index-fr.html;home.css","117 libellés saisis en capitales dans le HTML","117 segments de contenu principal entièrement en capitales : index-fr 25 (ex. l.94 `<h2 id=""trust-title"">DES MANDATAIRES ET COURTIERS NOUS FONT CONFIANCE`, l.122 ""CHANGEMENTS DÉTECTÉS"", l.129 ""PROSPECTS QUALIFIÉS"", l.131-185 ""PRÊT À APPELER"" et ""POURQUOI MAINTENANT ?"" x10), notre-solution 37 (l.67 ""CIBLAGE PRÉCIS"", l.78 ""CIBLE COMPRISE"", l.79 `<dt>ACTIVITÉ`, l.90-97 ""DATE"", ""ENTREPRISE"", ""PRIORITAIRE""...), index 15, our-solution 34, a-propos 2, about 2, mentions-legales 1, legal-notice 1. Seuls .page-kicker (site-pages.css:42), .hero-eyebrow-badge et .hero-eyebrow-date (demo.css:150-167) ont aussi une règle text-transform: uppercase ; #trust-title, #signals-title, .prospect-ready, .prospect-list-title, .story-target-understood, dt n'en ont pas. Les accents sont conservés (É, À), ce qui est correct.","13 (l.49) : Décompte json2 (segments main, texte = texte.upper()) ; `grep -n -o '<[^>]*>DES MANDATAIRES' index-fr.html` ; `grep -n text-transform home.css solution-page.css site-pages.css demo.css`","Exemple index-fr.html:94 : `<h2 id=""trust-title"">Des mandataires et courtiers nous font confiance</h2>` et dans home.css : `#trust-title { text-transform: uppercase; }` ; même traitement pour les 117 segments (notre-solution/our-solution : `.story-spec dt, .story-target-understood, .prospect-ready, .prospect-list-title { text-transform: uppercase; }`)"
"U167","MINEUR","DÉGRADÉ","13","recrutement, careers","recrutement.html;careers.html","Accroche recrutement : « & » au lieu de « et » / « and »","recrutement.html:60 ""France & San Francisco."" ; careers.html:60 ""France & San Francisco."" ; les intitulés ""France & US"" (recrutement.html:67, 68 ; careers.html:67, 68) sont des étiquettes, acceptables","13 (l.55) : Extraits recrutement.html:60, careers.html:60","recrutement.html:60 ""France et San Francisco."" ; careers.html:60 ""France and San Francisco."""
"U168","MINEUR","DÉGRADÉ","13","about","about.html","about.html : premier jalon « Synthetic Swarm starts » (vague)","about.html:88 : le h3 du premier jalon de la frise est « Synthetic Swarm starts » (faible et vague) là où a-propos.html:88 écrit « Création de Synthetic Swarm ».","13 (l.58) : Extrait about.html:88 ; a-propos.html:88","""Synthetic Swarm is founded"""
"U169","MINEUR","DÉGRADÉ","13","index, pricing, faq","index.html;pricing.html;faq.html","Date en milieu de phrase sans virgule (EN, 3 pages)","index.html:285, pricing.html:123, faq.html:156 (et JSON-LD faq.html:22) : ""The prior-consent requirement introduced on August 11, 2026 applies to consumer telemarketing, not B2B.""","13 (l.61) : LanguageTool règle MISSING_COMMA_AFTER_YEAR sur les trois pages (suggestion ""2026,"")","""The prior-consent requirement introduced on August 11, 2026, applies to consumer telemarketing, not B2B."" (3 pages + JSON-LD faq.html:22)"
"U170","MINEUR","DÉGRADÉ","13","conditions","conditions.html","CGV art. 9 : virgule manquante avant « mais »","conditions.html:70 ""Synthetic Swarm aide à identifier et prioriser des prospects mais ne garantit aucun rendez-vous, vente ou taux de conversion.""","13 (l.62) : LanguageTool règle PLACE_DE_LA_VIRGULE (suggestion "", mais"")","""Synthetic Swarm aide à identifier et prioriser des prospects, mais ne garantit aucun rendez-vous, vente ou taux de conversion."""
"U171","MINEUR","DÉGRADÉ","06;15","toutes les pages (requêtes implicites des navigateurs, iOS, Slack, iMessage)","assets/favicon.png;scripts/site_layout.py;vercel.json","/favicon.ico et /apple-touch-icon.png en 404, favicon 32 x 32 seul","Seul /assets/favicon.png (32 x 32, 604 octets) est déclaré ; /favicon.ico et /apple-touch-icon.png répondent 404 en production et en local (`grep -c 'apple-touch-icon' *.html` : 0), aucun manifest : les clients qui demandent /favicon.ico par défaut (agrégateurs, Slack, supervision) génèrent des 404, iOS affiche une vignette de page au lieu du logo et les aperçus utilisent le 32 x 32.","06 (l.46) : probes.log section C lignes 3 et 10 || 06 (l.47) : probes.log section C lignes 5 et 12 ; grep ci-dessus || 15 (l.28) : `identify assets/favicon.png` = `32x32 PNG srgba 604B` ; curl prod : /assets/favicon.png 200 image/png 604 o ; /favicon.ico 404 ; /apple-touch-icon.png 404","Rapport 15, Annexe C : `convert assets/logo-black-narrow.png -resize 48x48 assets/favicon-48.png` ; `convert assets/logo-black-narrow.png -resize 192x192 assets/favicon-192.png` ; `convert assets/logo-black-narrow.png -resize 512x512 assets/favicon-512.png` ; `convert assets/logo-black-narrow.png -background '#fcfbf8' -flatten -resize 180x180 assets/apple-touch-icon.png` ; `convert assets/logo-black-narrow.png -define icon:auto-resize=48,32,16 favicon.ico` ; puis remplacer sur les 26 pages (et scripts/site_layout.py l.120) la ligne `<link rel=""icon"" href=""/assets/favicon.png"" type=""image/png"">` par `<link rel=""icon"" href=""/favicon.ico"" sizes=""48x48 32x32 16x16""><link rel=""icon"" href=""/assets/favicon-48.png"" type=""image/png"" sizes=""48x48""><link rel=""icon"" href=""/assets/favicon-192.png"" type=""image/png"" sizes=""192x192""><link rel=""apple-touch-icon"" href=""/assets/apple-touch-icon.png"" sizes=""180x180"">` (variante minimale du rapport 06 : redirection vercel.json `{ ""source"": ""/favicon.ico"", ""destination"": ""/assets/favicon.png"", ""permanent"": true }` et `convert assets/logo-black-narrow.png -resize 148x148 -background ""#fcfbf8"" -gravity center -extent 180x180 apple-touch-icon.png`)"
"U172","MINEUR","DÉGRADÉ","06","les 22 pages autres que /our-solution;/notre-solution;/pricing;/tarifs","scripts/site_layout.py","aria-current=""page"" absent sur 22 pages","Présent uniquement sur les liens ""Our solution/Notre solution"" et ""Pricing/Tarifs"" de l'en-tête lorsqu'on est sur ces 4 pages (`grep -o '<[^>]*aria-current=""page""[^>]*>' *.html` : 4 occurrences). Sur /about, /a-propos, /careers, /recrutement, les entrées ""Who we are/Qui sommes-nous"" et ""Careers/Recrutement"" du menu déroulant n'ont pas d'aria-current et le bouton ""About/À propos"" ne signale pas la section courante ; aucun lien du pied de page ne porte aria-current. Le sélecteur de langue porte correctement aria-current=""true"" sur la langue courante (26/26). Cause : scripts/site_layout.py ligne 42 ne traite que les clés solution et pricing, et company_link (ligne 35) n'a pas la clé courante","06 (l.59) : `grep -n -o '<[^>]*aria-current[^>]*>' pricing.html about.html careers.html` : pricing.html:33 `<a href=""/pricing"" aria-current=""page"">` ; about.html:64 seulement le lien de langue ; scripts/site_layout.py lignes 35 à 43","Dans scripts/site_layout.py remplacer la fonction `company_link` par : `def company_link(key,lang,label=None,current=None):` / ` label=label or LABELS[lang][key]` / ` if key in ['media','customers']: return f'<span class=""nav-disabled"" role=""link"" aria-disabled=""true"">{label}</span>'` / ` return f'<a href=""{url(key,lang)}""'+(' aria-current=""page""' if current==key else '')+f'>{label}</a>'` ; et dans `header` remplacer la ligne 43 par ` about='\n'.join(company_link(k,lang,t[""who""] if k==""about"" else t[k],key) for k in ['about','careers','media'])` ; régénérer avec `python3 scripts/site_layout.py` (équipe)"
"U173","MINEUR","DÉGRADÉ","08;14","https://syntheticswarm.ai/ (et /tarifs)","vercel.json","Redirection apex vers www en 307 (temporaire)","`https://syntheticswarm.ai/` répond `HTTP/2 307` vers `https://www.syntheticswarm.ai/` ; `http://syntheticswarm.ai/` fait deux sauts (308 vers https puis 307) ; un 307 ne transmet pas de signal permanent aux moteurs.","08 (l.13) : docs/audit-total/screens/08/redirections.txt || 14 (l.16) : `curl -sS -o /dev/null -w 'code=%{http_code} redirect=%{redirect_url}' https://syntheticswarm.ai/` → `code=307 redirect=https://www.syntheticswarm.ai/`","Vercel, Project Settings, Domains, ligne `syntheticswarm.ai`, Edit : ""Redirect to www.syntheticswarm.ai"", Status Code : `308 Permanent Redirect`, Save. Vérifier : `curl -sI https://syntheticswarm.ai/ | grep -i '^HTTP'` doit afficher 308 ; à défaut (rapport 14), ajouter dans `redirects` de vercel.json : `{""source"": ""/:path*"", ""has"": [{""type"": ""host"", ""value"": ""syntheticswarm.ai""}], ""destination"": ""https://www.syntheticswarm.ai/:path*"", ""permanent"": true}`"
"U174","MINEUR","DÉGRADÉ","08","https://www.syntheticswarm.ai/ et https://syntheticswarm.ai/ (toutes réponses, y compris 404 et /api)","vercel.json","HSTS www sans includeSubDomains ni preload","`strict-transport-security: max-age=63072000` (2 ans) sans `includeSubDomains` ni `preload` ; hstspreload.org : `""status"": ""unknown""` (non préchargé, non éligible en l'état)","08 (l.15) : docs/audit-total/screens/08/redirections.txt, docs/audit-total/screens/08/hsts-preload.txt","Annexe A (en-tête `Strict-Transport-Security: max-age=63072000; includeSubDomains; preload` dans le bloc `headers` de vercel.json) ; après déploiement, vérifier que la réponse 307 de l'apex porte aussi l'en-tête (`curl -sI https://syntheticswarm.ai/`) puis soumettre `syntheticswarm.ai` sur https://hstspreload.org/"
"U175","MINEUR","DÉGRADÉ","08","www : /;/tarifs;/styles.css;/assets/*","vercel.json","access-control-allow-origin: * sur tout le statique","`access-control-allow-origin: *` sur le HTML, le CSS et les images (comportement par défaut de Vercel pour les fichiers statiques, aucune configuration dans vercel.json). Sans conséquence tant que le contenu est public ; mais tout fichier interne servi (voir lignes fichiers internes) devient lisible par fetch depuis n'importe quel site","08 (l.18) : docs/audit-total/screens/08/entetes-securite-www.txt","Annexe A (en-tête `Access-Control-Allow-Origin: https://www.syntheticswarm.ai` dans le bloc `headers`)"
"U176","MINEUR","DÉGRADÉ","08","/api/contact;/api/newsletter","vercel.json","Fonctions /api exécutées à Washington (iad1)","`x-vercel-id: iad1::iad1::8j2tb-...` : fonction exécutée à Washington (`iad1`, défaut Vercel) pour un public français ; latence supplémentaire et transit des données du formulaire de contact par les États-Unis (à rapprocher de la politique de confidentialité : flux juridique)","08 (l.20) : docs/audit-total/screens/08/entetes-securite-www.txt","Annexe A (`""regions"": [""cdg1""]` dans vercel.json)"
"U177","MINEUR","DÉGRADÉ","18","app /ui/","ui.html de l'app (hors dépôt)","Tailwind Play CDN en production (app)","L app charge `cdn.tailwindcss.com` (Play CDN), outil de développement explicitement non destiné à la production (perf, pas de purge, dépendance externe)","18 (l.34) : docs/audit-total/screens/18/app-health-docs.txt (CSP autorise cdn.tailwindcss.com) ; grep balises CDN","Remplacer par un CSS Tailwind compilé et servi en `self`, puis retirer cdn.tailwindcss.com de la CSP."
"U178","MINEUR","DÉGRADÉ","08","https://app.syntheticswarm.ai/ (HEAD)","backend FastAPI de l'app (hors dépôt)","HEAD / de l'app en 405","`HEAD /` renvoie `405` avec `allow: GET` alors que `GET /` renvoie `307` vers `/ui/` : les sondes de supervision en HEAD voient une erreur","08 (l.24) : docs/audit-total/screens/08/redirections.txt, docs/audit-total/screens/08/app-exposition.txt","Dans l'app FastAPI, déclarer la route racine avec `@app.api_route(""/"", methods=[""GET"", ""HEAD""], include_in_schema=False)` (ou `@app.get(""/"", include_in_schema=False)` plus `@app.head(""/"", include_in_schema=False)`) renvoyant `RedirectResponse(""/ui/"", status_code=307)`"
"U179","MINEUR","DÉGRADÉ","08","syntheticswarm.ai, www;app","aucun (zone DNS Spaceship, Caddy)","Aucun enregistrement AAAA (IPv6)","Aucun enregistrement AAAA sur les 3 hôtes ni sur la cible CNAME Vercel : les clients IPv6 seuls passent par une passerelle NAT64 ou échouent","08 (l.33) : docs/audit-total/screens/08/dns-enregistrements.txt","app : chez Spaceship, ajouter `app.syntheticswarm.ai. 1800 IN AAAA <adresse IPv6 du serveur Hetzner>` [donnée à fournir : adresse IPv6 /64 attribuée au serveur] et vérifier que Caddy écoute en IPv6 (`ss -ltnp | grep ':443'` doit montrer `[::]:443`) ; www et apex : dépend de Vercel (aucun AAAA fourni sur la cible CNAME), aucune action côté DNS"
"U180","MINEUR","DÉGRADÉ","08","resend._domainkey.syntheticswarm.ai","aucun (zone DNS Spaceship, tableau Resend)","DKIM Resend en RSA 1024 bits","TXT présent (`p=MIGfMA0G...`), clé RSA de 1024 bits seulement (`openssl rsa -pubin` : `Public-Key: (1024 bit)`) ; 1024 bits reste accepté mais est en dessous de la recommandation actuelle (2048)","08 (l.37) : docs/audit-total/screens/08/dkim-spf-analyse.txt","Dans Resend, Domains, supprimer `syntheticswarm.ai` puis ""Add domain"" en choisissant la longueur de clé `2048` (option proposée à la création), région EU ; remplacer chez Spaceship le TXT `resend._domainkey` par la nouvelle valeur `p=...` affichée par Resend [donnée à fournir : nouvelle clé], conserver `send` (MX et SPF inchangés), cliquer ""Verify DNS records"""
"U181","MINEUR","DÉGRADÉ","08","s1._domainkey et s2._domainkey.syntheticswarm.ai","aucun (zone DNS Spaceship, CNAME s1._domainkey et s2._domainkey)","Clés DKIM SendGrid sans usage identifié","`s1._domainkey CNAME s1.domainkey.u97574019.wl020.sendgrid.net` et `s2._domainkey CNAME s2.domainkey.u97574019.wl020.sendgrid.net` (RSA 2048, `t=s`) : le site (api/contact.js ligne 32, api/newsletter.js ligne 23) et l'app (`POST /webhooks/resend` dans openapi.json) utilisent Resend ; aucun usage de SendGrid identifié dans le code ni dans l'OpenAPI ; ces clés autorisent le compte SendGrid `u97574019` à signer pour le domaine","08 (l.38) : docs/audit-total/screens/08/dns-enregistrements.txt, docs/audit-total/screens/08/dkim-spf-analyse.txt, inventaire/emails.csv (E01, E14 à E16)","Si aucun envoi SendGrid n'est en service [donnée à fournir : usage du compte SendGrid u97574019] : chez Spaceship, supprimer les deux enregistrements CNAME `s1._domainkey` et `s2._domainkey` (et l'éventuel CNAME `em....syntheticswarm.ai` de Return-Path SendGrid, non énumérable par DNS)"
"U182","MINEUR","DÉGRADÉ","08","syntheticswarm.ai (et donc app.syntheticswarm.ai)","aucun (zone DNS Spaceship)","Aucun enregistrement CAA sur l'apex et app","Aucun CAA sur l'apex (`status: NOERROR, ANSWER: 0`) ; `www` hérite via le CNAME des CAA de Vercel (`issue ""letsencrypt.org""`, `""pki.goog""`, `""sectigo.com""`, `""globalsign.com""`) ; l'apex et `app` restent sans restriction : n'importe quelle autorité peut émettre un certificat pour eux","08 (l.40) : docs/audit-total/screens/08/dns-enregistrements.txt","Chez Spaceship, ajouter sur `syntheticswarm.ai` : `CAA 0 issue ""letsencrypt.org""`, `CAA 0 issue ""pki.goog""`, `CAA 0 issue ""sectigo.com""`, `CAA 0 issue ""globalsign.com""` (les quatre autorités que Vercel peut utiliser ; Caddy utilise Let's Encrypt puis ZeroSSL, couvert par sectigo.com), `CAA 0 issuewild "";""`, `CAA 0 iodef ""mailto:contact@syntheticswarm.ai""` ; vérifier avec `dig +short syntheticswarm.ai CAA`"
"U183","MINEUR","DÉGRADÉ","08","syntheticswarm.ai","aucun (zone DNS Spaceship ; projet Vercel dédié mta-sts.syntheticswarm.ai à créer)","MTA-STS et TLS-RPT absents","`_mta-sts.syntheticswarm.ai TXT` et `_smtp._tls.syntheticswarm.ai TXT` absents : le chiffrement du courrier entrant reste opportuniste","08 (l.41) : docs/audit-total/screens/08/dns-enregistrements.txt","Ajouter `_smtp._tls.syntheticswarm.ai. 3600 IN TXT ""v=TLSRPTv1; rua=mailto:tlsrpt@syntheticswarm.ai""` et `_mta-sts.syntheticswarm.ai. 3600 IN TXT ""v=STSv1; id=20260919""`, puis publier `https://mta-sts.syntheticswarm.ai/.well-known/mta-sts.txt` (projet Vercel statique dédié, domaine `mta-sts.syntheticswarm.ai`) contenant exactement : `version: STSv1` / `mode: testing` / `mx: mx0.mail.ovh.net` / `mx: mx1.mail.ovh.net` / `mx: mx2.mail.ovh.net` / `mx: mx3.mail.ovh.net` / `max_age: 604800` (une ligne par valeur) ; passer en `mode: enforce` après 2 semaines de rapports TLS-RPT sans échec"
"U184","MINEUR","DÉGRADÉ","08;18","https://app.syntheticswarm.ai/health","backend de l'app (hors dépôt);Caddyfile (hors dépôt)","/health révèle la pile (PostgreSQL, Redis) à tout anonyme","`200` `{""status"":""ok"",""downstream"":{""postgres"":""ok"",""redis"":""ok""}}` sans authentification.","08 (l.62) : docs/audit-total/screens/08/app-exposition.txt || 18 (l.43) : docs/audit-total/screens/18/app-health-docs.txt","Route publique `/health` : renvoyer uniquement `{""status"": ""ok""}` ; exposer le détail sur `/health/detail` et le réserver au réseau interne dans le Caddyfile : `@detail_externe { path /health/detail  not remote_ip 127.0.0.1 ::1 10.0.0.0/8 }` puis `respond @detail_externe 404`"
"U185","MINEUR","DÉGRADÉ","14","sitemap.xml","faq.html;sitemap.xml","sitemap.xml sans lastmod","sitemap.xml ne contient aucun `<lastmod>` (ni `<changefreq>` ni `<priority>`).","14 (l.34) : `grep -c '<lastmod' sitemap.xml` = 0","Ajouter `<lastmod>2026-09-19</lastmod>` après chaque `<loc>` (date git du dernier commit de chacune des 26 pages au commit 864833f : `git log -1 --format=%cs -- faq.html` = `2026-09-19`) et régénérer à chaque déploiement avec : `python3 - <<'EOF'` / `import re,subprocess` / `s=open('sitemap.xml').read()` / `def lm(m):` / `    loc=m.group(1); p=loc.replace('https://www.syntheticswarm.ai/','') or 'index'` / `    d=subprocess.run(['git','log','-1','--format=%cs','--',p+'.html'],capture_output=True,text=True).stdout.strip()` / `    return f'<loc>{loc}</loc>\n    <lastmod>{d}</lastmod>'` / `open('sitemap.xml','w').write(re.sub(r'<loc>(.*?)</loc>',lm,s))` / `EOF`"
"U186","MINEUR","DÉGRADÉ","14","/;/index-fr;/pricing;/tarifs;/faq;/faq-fr","pricing.html;tarifs.html","FAQ d'achat dupliquée mot pour mot sur 4 pages (acceptable)","Les 3 questions/réponses de la FAQ d'achat sont identiques mot pour mot sur `/` et `/pricing` (et `/index-fr`, `/tarifs`) et reprennent 3 des 10 questions de `/faq` (`/faq-fr`) avec de légères variantes","14 (l.47) : index.html l.273 (`<!-- SHARED FAQ START -->`) ; script d'extraction des `<details>` (sortie identique pour index.html et pricing.html)","Acceptable (sections courtes) ; ne déclarer le FAQPage de l'annexe C que sur pricing.html et tarifs.html, pas sur les pages d'accueil, pour éviter des entités dupliquées"
"U187","MINEUR","DÉGRADÉ","15","/llms.txt;/llms-full.txt","llms.txt;llms-full.txt","/llms.txt et /llms-full.txt absents (404)","404 en production (Vercel NOT_FOUND, 79 octets) et 404 sur le serveur local ; aucun fichier llms*.txt dans le repo","15 (l.18) : `curl -sD - https://www.syntheticswarm.ai/llms.txt` : `HTTP/2 404`, `x-vercel-error: NOT_FOUND` ; idem /llms-full.txt ; `curl -o /dev/null -w '%{http_code}' http://127.0.0.1:8787/llms.txt` = 404 ; `ls /home/user/Synthetic-Landing/llms*.txt` = aucun fichier","Créer à la racine du dépôt llms.txt et llms-full.txt avec les contenus proposés au rapport 15 (Annexes F et G ; Vercel les sert en text/plain sans configuration) ; llms.txt commence par « # Synthetic Swarm » puis le résumé « Synthetic Swarm fournit aux courtiers, mandataires et agents en assurance, en France, des fiches de prospection hebdomadaires : un dirigeant d'entreprise dont la situation vient de changer, son téléphone portable vérifié, son email, son profil LinkedIn et le signal daté qui explique pourquoi l'appeler maintenant. Abonnement mensuel résiliable à tout moment, de 89 € par mois (10 fiches par semaine) à 1 499 € par mois (200 fiches par semaine), sur mesure au-delà. » et les faits essentiels (clients, contenu d'une fiche, prix, société, contact, langues) ; aligner les promesses (exclusivité, 30 minutes, « vérifié », dénomination) sur les décisions U020, U021, U023 et U005 avant publication"
"U188","MINEUR","DÉGRADÉ","14","Les 26 pages","scripts/site_layout.py;styles.css","5 h2 répétés dans le pied de page","5 h2 répétés dans le footer de chaque page (« Know who to call. At the right time. », « Stay in the loop », « Product », « Company », « Legal » et leurs versions FR) ; sur `/` et `/index-fr` le premier h2 du footer reprend mot pour mot le h1","14 (l.20) : render.json (headings) ; scripts/site_layout.py l.71 (`'<div><h2>'+title+'</h2><ul>'`) et l.76 (`<h2>{'Sachez qui appeler.' ...}`) ; index.html : h1 « Know who to call. At the right time. » et footer h2 identique","scripts/site_layout.py l.71 : remplacer `'<div><h2>'+title+'</h2><ul>'` par `'<div><p class=""site-footer-heading"">'+title+'</p><ul>'` ; l.76 : remplacer `<h2>` … `</h2>` par `<p class=""brand-close-title"">` … `</p>` ; l.83 : `<h2 id=""newsletter-title"">` → `<p id=""newsletter-title"" class=""brand-close-newsletter-title"">` ; puis régénérer le footer des 26 pages avec `python3 scripts/site_layout.py` (à exécuter par le mainteneur : le script réécrit les pages) et reprendre les sélecteurs CSS `.site-footer-columns h2`, `.brand-close-copy h2`, `.brand-close-newsletter h2` dans styles.css"
"U189","MINEUR","DÉGRADÉ","14","/;/index-fr","index.html;index-fr.html","Ancres génériques « Learn more → » / « En savoir plus → »","« Learn more → » (index.html l.192) et « En savoir plus → » (index-fr.html l.192) vers la page solution ; toutes les autres ancres internes sont descriptives (« Explore our solution → », « Who we are », « See pricing », « Contact the team »)","14 (l.27) : links.py section « Ancres génériques » ; `grep -n 'Learn more' index.html` = l.192","index.html l.192 : `<a class=""prospect-preview-link"" href=""/our-solution"">See how a change becomes your next call →` ; index-fr.html l.192 : `<a class=""prospect-preview-link"" href=""/notre-solution"">Voir comment un changement devient votre prochain appel →`"
"U190","MINEUR","DÉGRADÉ","09","les 26 pages (newsletter du pied de page) ; /contact et /contact-fr (formulaire)","site-pages.css;contact.css","Champs de saisie sous 16 px (zoom Safari iOS)","Champ `input[type=email]` ""Your email"" / ""Votre email"" à 13 px sur 468/468 cellules ; formulaire de contact : `#contact-firstName`, `#contact-lastName`, `#contact-email`, `#contact-company`, `#contact-subject` et `#contact-message` à 15 px sur 36/36 cellules ; valeurs calculées dans Chromium, le zoom lui-même n'est pas reproduit","09 (l.16) : screens/09/home-iphone-13-portrait-zoom-focus-newsletter.png ; site-pages.css l.157 (`.brand-close-fields input { ... font-size:13px; ... }`) ; contact.css l.20 (`.contact-field input, .contact-field textarea { ... font-size: 15px; ... }`)","site-pages.css l.157 : remplacer `font-size:13px` par `font-size:16px` ; contact.css l.20 : remplacer `font-size: 15px` par `font-size: 16px`"
"U191","MINEUR","DÉGRADÉ","03","/ et /index-fr à 390 px","floating-demo.js;styles.css;solution-page.js","floating-demo.js : focus perdu quand la pastille se masque (mobile)","À 900 px et moins, `header [data-book-demo]` est `display:none` (styles.css:4329) : `focus()` échoue et le focus tombe sur `body` (perte de position clavier) ; solution-page.js lignes 25 et 26 gèrent correctement ce cas (cible le hamburger visible)","03 (l.28) : scratchpad/flux03/home-pastille.log : ""focus après masquage (pastille focalisée puis remontée) : BODY.home visible=true"" (390 px) contre ""BUTTON.btn-get-started header-action"" (1440 px)","Si floating-demo.js est conservé, remplacer la ligne 7 `document.querySelector('header [data-book-demo]')?.focus({preventScroll: true});` par `const target = document.querySelector('.mobile-menu-toggle'); (target?.getClientRects().length ? target : document.querySelector('header [data-book-demo]'))?.focus({preventScroll: true});` (sinon la correction précédente supprime le fichier)"
"U192","MINEUR","DÉGRADÉ","09","/ et /index-fr, menu mobile (11 combinaisons)","mobile-menu.js;index.html;index-fr.html","Menu mobile : pastille non rendue inerte derrière le voile","Quand la pastille est visible, `div.floating-demo` reste `inert=false` et `aria-hidden=false` derrière le menu ouvert (20 cellules du parcours ; 3/3 dans la vérification complémentaire à 390x844, 360x780 et 820x1180) : mobile-menu.js l.43 dresse la liste des enfants du body au chargement, or index.html charge mobile-menu.js (l.316) avant d'insérer la pastille (l.318) ; les pages solution, où la pastille précède le script, sont correctes ; couverte visuellement par le voile (z-index 200 contre 50) mais atteignable par les technologies d'assistance","09 (l.18) : scratchpad flux09/complement.json (`nonInert: div.floating-demo.is-visible`) ; index.html l.316 à 319 ; mobile-menu.js l.43, l.55 et l.62","Dans mobile-menu.js l.62, remplacer `background.forEach(node => { previousInert.set(node, node.inert); node.inert = true; });` par `[...document.body.children].filter(node => node !== overlay && !['SCRIPT', 'STYLE'].includes(node.tagName)).forEach(node => { previousInert.set(node, node.inert); node.inert = true; });` et l.55 `background.forEach(node => { node.inert = previousInert.get(node) || false; });` par `previousInert.forEach((was, node) => { node.inert = was; });` (ou déplacer `<script src=""/mobile-menu.js?v=motion-1""></script>` après la `div.floating-demo` dans index.html et index-fr.html)"
"U193","MINEUR","DÉGRADÉ","16","/;/index-fr (et /our-solution;/notre-solution où la pastille est aria-hidden au chargement)","index-fr.html;index.html;our-solution.html;notre-solution.html","Pastille flottante hors de tout landmark","La pastille `<div class=""floating-demo"" data-floating-demo ...>` est placée après le pied de page, hors de tout landmark : axe (règle region) signale 1 nœud `.floating-demo-copy` sur / et /index-fr, dans les 3 moteurs et aux 2 tailles.","16 (l.20) : Annexe A ; index-fr.html ligne 318 ; our-solution.html ligne 156","index-fr.html ligne 318 : `<aside class=""floating-demo"" data-floating-demo inert aria-hidden=""true"" aria-label=""Réserver une démo"">` et fermer par `</aside>` ; index.html : `aria-label=""Book a demo""` ; idem our-solution.html et notre-solution.html ligne 156."
"U194","MINEUR","DÉGRADÉ","16","/;/index-fr;/our-solution;/notre-solution (320x256)","floating-demo.css","Pastille flottante fixe à 400 % (13 % de l'écran)","241 x 44 px soit 13 % de l écran, recouvre le titre h1 ""Sachez qui appeler"" (capture) ; sur la home elle se masque seulement en remontant","16 (l.48) : docs/audit-total/screens/16/index-fr-z400-320x256-haut.png ; annexe F","floating-demo.css, ajouter : `@media (max-height: 500px) { .floating-demo { display: none; } }`."
"U195","MINEUR","DÉGRADÉ","09","les 26 pages","pricing-interactive.css;styles.css;site-pages.css","22 à 28 cibles tactiles sous 44 px par page","22 à 28 cibles par page : en-tête `a.logo` 149x23 px (18 combinaisons), bouton menu 38x38 (11 combinaisons) ; en-tête bureau servi aux tablettes tactiles (iPad paysage, iPad Pro) et au bureau : ""Log in"" / ""Connexion"" et ""Demo"" / ""Démo"" 112x38, langue 52 à 54x40, ""About"" 54 à 74x36 ; menu mobile : langue 54x40, Connexion et Démo 112x38 ; pied de page : liens de navigation 27 à 112x17, ""Log in"" 38x20, ""Explore our solution →"" 150x21 ; pages tarifaires (4) : piste `input.pricing-range` 263 à 636x8 px (pouce de 24 px, pricing-interactive.css l.112-116), libellés de palier 32x36 ; solution : ""Book a demo"" du hero 135x41, ""LinkedIn ↗"" 67x20 ; home : case ""Pause scrolling"" 20x20, ""Learn more →"" 87x20 ; contact : lien email 191x19 ; conformes : bouton fermer du menu 44x44, `summary` 72 à 119 px, liens du popover démo 250x66, liens du menu mobile","09 (l.19) : screens/09/home-iphone-13-portrait-cibles-entete.png, screens/09/home-desktop-1280-cibles-entete.png, screens/09/pricing-iphone-13-portrait-cibles-selecteur.png ; scratchpad flux09/synthese.txt section ""CIBLES""","styles.css l.4143 : `padding: 8px;` devient `padding: 11px;` (bouton menu 44x44) ; site-pages.css l.118 : `height:38px` devient `height:44px` (actions de l'en-tête et du menu) ; site-pages.css l.98 : `min-height: 40px` devient `min-height: 44px` (langue) ; site-pages.css l.165 : `.brand-close .site-footer-columns li { margin:9px 0; font-size:14px; }` devient `.brand-close .site-footer-columns li { margin:0; font-size:14px; } .brand-close .site-footer-columns li a, .brand-close .site-footer-columns li span { display:inline-block; padding:12px 0; }` ; pricing-interactive.css l.96 : ajouter `height: 44px; padding: 18px 0; background-clip: content-box;` dans `.pricing-range` (piste visuelle inchangée, zone tactile de 44 px) et l.150 : `min-width: 44px; min-height: 44px;` dans `.pricing-range-steps button`"
